no,ulasan,entity,GT,split
1606,"
bagus buat olahraga sambil jajan terutama minggu, tapi kalau hujan n bawa mobil parkir d lapangan sepakbola berasa rally d lumpur hhhhhh",Lapangan Rampal,TD,Lapangan Rampal_TD
1607,"
Enak buat olah raga,nongkrong,mainan utk anak2 balita,sekaligus kuliner. Untuk melepaskan kepenatan dan stres setelah 5 hari bekerja.",Lapangan Rampal,D,Lapangan Rampal_D
1609,"
Lapangan luas dan bersih, ada track untuk jogging, lapangan basket, voli, bulu tangkis, serta ada kolam renangnya",Lapangan Rampal,D,Lapangan Rampal_D
1610,"
Nyaman buat olahraga",Lapangan Rampal,D,Lapangan Rampal_D
1611,"
Mau sehat kesini aja.....",Lapangan Rampal,N,Lapangan Rampal_N
1612,"
Recoment untuk joging",Lapangan Rampal,D,Lapangan Rampal_D
1613,"
Cocok untuk jogingðŸ‘ðŸ‘ðŸ‘",Lapangan Rampal,D,Lapangan Rampal_D
1614,"
Tempat yang cocok untuk berolahraga",Lapangan Rampal,D,Lapangan Rampal_D
1615,"
Lapangan rampal tempat terbaik buat nyantai dan olah ragaðŸ˜ŠðŸ˜ŠðŸ˜Š",Lapangan Rampal,D,Lapangan Rampal_D
1616,"
Tempat olahraga gratis, nyaman, luas dan sejuk",Lapangan Rampal,D,Lapangan Rampal_D
1618,"
lumayan rame",Lapangan Rampal,N,Lapangan Rampal_N
1619,"
Biasanya latihan lari disini. Luas. Banyak makanan juga",Lapangan Rampal,D,Lapangan Rampal_D
1620,"
Siiip",Lapangan Rampal,D,Lapangan Rampal_D
1621,"
Tempat yang selalu ramai buat olah raga atau hanya sekedar beli jajanan (walopun niat awal olah raga sih ðŸ˜…)",Lapangan Rampal,N,Lapangan Rampal_N
1622,"
Luas, ad kolam renang",Lapangan Rampal,D,Lapangan Rampal_D
1624,"
Setiap minggu pagi olahraga disini. Fasilitas ada semua, berbagai arena olah raga, taman bermain, stan kuliner, dsb.",Lapangan Rampal,D,Lapangan Rampal_D
1628,"
Parkir Luas...Nyaman...Banyak jual jajanan/makanan/minuman...",Lapangan Rampal,D,Lapangan Rampal_D
1630,"
Enak unt olah raga sekeluarga",Lapangan Rampal,D,Lapangan Rampal_D
1633,"
Masa kecil yang menyenangkan, menonton bola di sini.",Stadion Gajayana,D,Stadion Gajayana_D
1635,"
Kalau bisa di renov kembali dan d tambah tribunnya.
Karna ini aset kota malang yg jadi kebanggaan arek malang",Stadion Gajayana,TD,Stadion Gajayana_TD
1636,"
Kegiatan mfc",Stadion Gajayana,N,Stadion Gajayana_N
1637,"
Stadion yang berada disebelah mall olympic garden, area stadion ini ketika hari Minggu dijadikan pasar pagi dengan penjual dan pembeli yang cukup ramai.",Stadion Gajayana,D,Stadion Gajayana_D
1639,"
Prsja
31/4/2004",Stadion Gajayana,N,Stadion Gajayana_N
1640,"
Luar stadion bersih terawat",Stadion Gajayana,D,Stadion Gajayana_D
1641,"
Lumayan mulai rame lagi",Stadion Gajayana,D,Stadion Gajayana_D
1642,"
Mampir goes",Stadion Gajayana,N,Stadion Gajayana_N
1643,"
Keren",Stadion Gajayana,D,Stadion Gajayana_D
1644,"
Lapangan Gajayana itu luas ada parkiran mobil dan sepeda motor.",Stadion Gajayana,D,Stadion Gajayana_D
1645,"
Lumayan buat karate",Stadion Gajayana,N,Stadion Gajayana_N
1646,"
Stadion penuh kenangan.
Tertua se-Indonesia raya.",Stadion Gajayana,N,Stadion Gajayana_N
1648,"
Kebanggaan orang Malang",Stadion Gajayana,D,Stadion Gajayana_D
1649,"
Kerenn",Stadion Gajayana,D,Stadion Gajayana_D
1650,"
tempat olahraga",Stadion Gajayana,N,Stadion Gajayana_N
1651,"
Jos",Stadion Gajayana,D,Stadion Gajayana_D
1652,"
Strategis dan fasilitas yg mendukung",Stadion Gajayana,D,Stadion Gajayana_D
1653,"
Relatif bersih,",Stadion Gajayana,D,Stadion Gajayana_D
1654,"
Stadion kebanggaan masyarakat kota Malang tempat pelaksanaan vaksinasi covid 19 dengan peserta diatas 25 ribu orang.",Stadion Gajayana,D,Stadion Gajayana_D
1655,"
Terlihat tak terawat selama ppkm ini",Stadion Gajayana,TD,Stadion Gajayana_TD
1656,"
Menarik",Stadion Gajayana,D,Stadion Gajayana_D
1657,"
Bersih",Stadion Gajayana,D,Stadion Gajayana_D
1658,"
Tempat bersih",Stadion Gajayana,D,Stadion Gajayana_D
1660,"
Lagi vaksin pengaturan rapi",Stadion Gajayana,D,Stadion Gajayana_D
1661,"
Bagus sekali",Stadion Gajayana,D,Stadion Gajayana_D
1662,"
nyaman untuk kegiatan *""Serbu Vaksin""*..",Stadion Gajayana,D,Stadion Gajayana_D
1663,"
Tadion kecil tdk terawat trs untuk apa? Semoga pemkot atau donatur bs saling bersinergi memperbesar stadion ke banggaan kota malang",Stadion Gajayana,TD,Stadion Gajayana_TD
1664,"
Bersih, nyaman, tidak berdesak desakan karena jalan antar kios nya lebar",Stadion Gajayana,D,Stadion Gajayana_D
1665,"
Stadion Gajahyana, salah satu stadion yang ada di kota malang,,dulunya home base kesebelasan Persema dan Arema, namun karena sekarang kegiatan kompetisi sepakbola masih diistirahatkan, maka dimanfaatkan oleh kegiatan seperti contoh penyuntikan vaksin covid 19 bagi masyarakat kali ini.",Stadion Gajayana,D,Stadion Gajayana_D
1666,"
Mantap",Stadion Gajayana,D,Stadion Gajayana_D
1667,"
Stadion bola",Stadion Gajayana,N,Stadion Gajayana_N
1668,"
Asri",Stadion Gajayana,D,Stadion Gajayana_D
1671,"
Vaksin",Stadion Gajayana,N,Stadion Gajayana_N
1672,"
Bagus",Stadion Gajayana,D,Stadion Gajayana_D
1673,"
Stadion kebanggaan kota Malang.
Salah satu stadion tertua di Indonesia.
Tapi sayang sekali, luas area stadion menjadi berkurang karena pembangunan pusat perbelanjaan Malang Olimpyc Garden hotel.",Stadion Gajayana,TD,Stadion Gajayana_TD
1674,"
Sayang tak terawat",Stadion Gajayana,TD,Stadion Gajayana_TD
1675,"
Prosesnya tdk cepat",Stadion Gajayana,TD,Stadion Gajayana_TD
1677,"
sipp",Stadion Gajayana,D,Stadion Gajayana_D
1678,"
Kesini buat vaksin doang hehe. Semoga pandemi cepat berlalu agar stadion ini bisa kembali digunakan.",Stadion Gajayana,D,Stadion Gajayana_D
1679,"
Mantab. Stadion bersejarah di kota Malang",Stadion Gajayana,D,Stadion Gajayana_D
1680,"
Kebersihan kurang terjaga",Stadion Gajayana,TD,Stadion Gajayana_TD
1681,"
Stadion bersejarah di bumi Arema",Stadion Gajayana,N,Stadion Gajayana_N
1682,"
Sangat suka dengan stadion gajayana",Stadion Gajayana,D,Stadion Gajayana_D
1684,"
Luas bagus",Stadion Gajayana,D,Stadion Gajayana_D
1685,"
Hari ini 8/8/21 pelayanan vaksin sangat terorganisir terima kasih oemkot malang dan TNI AL fpr your servis",Stadion Gajayana,D,Stadion Gajayana_D
1686,"
Vaksin pertama tgl 08/08/2021 di sini",Stadion Gajayana,N,Stadion Gajayana_N
1687,"
Vaksin disini cepat dan nyaman",Stadion Gajayana,D,Stadion Gajayana_D
1688,"
Siiip",Stadion Gajayana,D,Stadion Gajayana_D
1690,"
Habis Vaksin tadi pagi",Stadion Gajayana,N,Stadion Gajayana_N
1691,"
Gajayana Love story",Stadion Gajayana,D,Stadion Gajayana_D
1693,"
Bagus dan besar",Stadion Gajayana,D,Stadion Gajayana_D
1694,"
Stadion GajayanaÂ adalahÂ stadionÂ olahraga yang tepat diÂ Kelurahan Kauman,Â Kecamatan Klojen,Â Kota Malang,Â Jawa Timur. Stadion Gajayana itu stadion tertua di Indonesia. Stadion ini mulai jadi pusat kota pada tahun 1924 hingga 1926. Lalu pada awal tahun 1990-an Gajayana renovasi, daya tampungnya menjadi Â± 17.000 . Pada tahun 2007 area samping Stadion Gajayana jadi MOG atauÂ Malang Olympic Garden, rampung 2008. Stadion Gajayana yang baru, daya tampung Â± 25.000 penonton. Tahun 2017 Stadion Gajayana menambahkan kapasitas penonton menjadi 30.000 semenjak adaÂ Malang United. Stadion ini markas utama klub sepak bola asalÂ Malang Raya, yaituÂ Arema Indonesia. Stadion ini juga mark",Stadion Gajayana,N,Stadion Gajayana_N
1695,"
Terletak ditempat yg strategis dan banyak pilihan olahraga",Stadion Gajayana,D,Stadion Gajayana_D
1696,"
Tempatnya asik bt berolah rada...dekat pusat perbelanjaan...pokok asik tempatnya",Stadion Gajayana,D,Stadion Gajayana_D
1697,"
Sejuk beesih",Stadion Gajayana,D,Stadion Gajayana_D
1698,"
Legend, bukan hanya tentang sepakbola :)",Stadion Gajayana,N,Stadion Gajayana_N
1699,"
Tertata rapi dan bersih..",Stadion Gajayana,D,Stadion Gajayana_D
1700,"
Stadion kebanggaan kota MALANG",Stadion Gajayana,D,Stadion Gajayana_D
1701,"
Salah satu icon Kota Malang sih. Salah satu stadion tertua di IndonesiaðŸ‘ðŸ”¥",Stadion Gajayana,D,Stadion Gajayana_D
1702,"
Kurang terawatt, eman bnget",Stadion Gajayana,TD,Stadion Gajayana_TD
1703,"
Stadion di tengah kota Malang",Stadion Gajayana,N,Stadion Gajayana_N
1704,"
Stadion tutup bos... Selama masa ppkm darurat",Stadion Gajayana,N,Stadion Gajayana_N
1705,"
Bagus. .bersih",Stadion Gajayana,D,Stadion Gajayana_D
1707,"
Tempat bermain sepak bola dari kecil",Stadion Gajayana,N,Stadion Gajayana_N
1708,"
Stadion gajayana masa pandemi ppkm mikro di malam hari sunyi. Lengang lop",Stadion Gajayana,N,Stadion Gajayana_N
1710,"
Cukup Bagus",Stadion Gajayana,D,Stadion Gajayana_D
1712,"
Bagus",Stadion Gajayana,D,Stadion Gajayana_D
1713,"
Luas tapi wc kurang bersih",Stadion Gajayana,TD,Stadion Gajayana_TD
1714,"
Pagi yg cerah dan asik, Olga dan sarapan digajayana",Stadion Gajayana,D,Stadion Gajayana_D
1716,"
Tempat joging atau olahraga kedua jika Rampal penuh , opsi kedua setelah Rampal ðŸ™ðŸ‘",Stadion Gajayana,D,Stadion Gajayana_D
1718,"
Bagus",Stadion Gajayana,D,Stadion Gajayana_D
1719,"
Stadion melegenda",Stadion Gajayana,N,Stadion Gajayana_N
1721,"
Joss rumput rata. MANTAP",Stadion Gajayana,D,Stadion Gajayana_D
1722,"
AREMA..
youtobe : Alphin Edan
instagram : alphin_nade",Stadion Gajayana,N,Stadion Gajayana_N
1724,"
Tenes",Stadion Gajayana,N,Stadion Gajayana_N
1725,"
Stadion persema malang",Stadion Gajayana,N,Stadion Gajayana_N
1726,"
Bersih sejuk",Stadion Gajayana,D,Stadion Gajayana_D
1727,"
Terimakasih.. Telah membuat hari2 saya lebih berwarna",Stadion Gajayana,D,Stadion Gajayana_D
1728,"
Tempat yang bagus cocok untuk keluarga",Stadion Gajayana,D,Stadion Gajayana_D
1729,"
1 area sama MOG",Stadion Gajayana,N,Stadion Gajayana_N
1730,"
Stadion kebanggaan warga kota malang",Stadion Gajayana,D,Stadion Gajayana_D
1731,"
Parkir doankðŸ¤­ðŸ¤­ðŸ¤­",Stadion Gajayana,N,Stadion Gajayana_N
1733,"
Good view arema",Stadion Gajayana,D,Stadion Gajayana_D
1734,"
Rame",Stadion Gajayana,N,Stadion Gajayana_N
1735,"
Murah merih serba ada",Stadion Gajayana,D,Stadion Gajayana_D
1736,"
Good.place",Stadion Gajayana,D,Stadion Gajayana_D
1738,"
Sangat bagus",Stadion Gajayana,D,Stadion Gajayana_D
1740,"
Bayar",Stadion Gajayana,N,Stadion Gajayana_N
1741,"
Tempatnya ok, lapangannya luas n rumputnya terawat, jg parkirannya luas n aman....",Stadion Gajayana,D,Stadion Gajayana_D
1742,"
Lokasi Kantor Disporabudpar Malang berada di basemen Stadion Gajayana. Stadion tertua di Indonesia. PembangunanÂ StadionÂ Gajayana atas inisiatif dari mantan Wali Kota Malang, H. I Bussemaker pada 1 April 1924.",Stadion Gajayana,N,Stadion Gajayana_N
1743,"
Jagalah sehat kita",Stadion Gajayana,D,Stadion Gajayana_D
1744,"
Enak di pinggiran bisa buat ngisis",Stadion Gajayana,D,Stadion Gajayana_D
1745,"
Sedikit kurang terawag untuk area tertentu",Stadion Gajayana,TD,Stadion Gajayana_TD
1746,"
Tempat rehat setiap hari",Stadion Gajayana,D,Stadion Gajayana_D
1747,"
Good place..
Tempat yg lgkaap utk berolah raga dan cari sarapan di minggu pagi ðŸ¤©ðŸ¤©",Stadion Gajayana,D,Stadion Gajayana_D
1748,"
Sejak awal buka hingga sekarang ttp menjaga citra rasaðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘",Stadion Gajayana,D,Stadion Gajayana_D
1749,"
Tidak hanya stadion sepak bola juga ada fasilitas olahraga lainnya",Stadion Gajayana,D,Stadion Gajayana_D
1750,"
Ya begitu siii",Stadion Gajayana,N,Stadion Gajayana_N
1751,"
Mudah dijangkau, dekat dengan sentra bisnis dan hotel.",Stadion Gajayana,D,Stadion Gajayana_D
1752,"
Minggu pagi jogging ke stadion gajayana, ternyata ada pasar tugu. Tapi sayangnya penjualnya sedikit. Mungkin masih banyak yg libur lebaran.
Disini, anak saya kepincut 2 kelinci bulu karpet yg harga satu ekornya 125 k.
Hmm..",Stadion Gajayana,N,Stadion Gajayana_N
1754,"
Stadion gajayane semrawut lokasinya",Stadion Gajayana,TD,Stadion Gajayana_TD
1755,"
Masih terawat dengan baik, malah ada tempat buat futsal dan lain lain. Dekat kolam renang juga",Stadion Gajayana,D,Stadion Gajayana_D
1756,"
Stadion ditengah kota malang, kebanggaan arek malang, lapangan dan rumputnya keren, tribun juga baru di cat, kamar mandi/toilet bersih baru renovasi..",Stadion Gajayana,D,Stadion Gajayana_D
1760,"
Stadion kebanggaan kota Malang",Stadion Gajayana,D,Stadion Gajayana_D
1761,"
Bagus tempaatnya",Stadion Gajayana,D,Stadion Gajayana_D
1764,"
Nyaman",Stadion Gajayana,D,Stadion Gajayana_D
1765,"
Stadion legend pertama di Indonesia dan kesohor keangkeran buat tim lawan saat maen di kota malang",Stadion Gajayana,N,Stadion Gajayana_N
1766,"
Disamping stadion kotor",Stadion Gajayana,TD,Stadion Gajayana_TD
1767,"
Stadion legend sempat jadi yang terbaik diindonesia",Stadion Gajayana,N,Stadion Gajayana_N
1768,"
Representatif sarana olahraga di tengah kota",Stadion Gajayana,D,Stadion Gajayana_D
1770,"
Parkir luas...ada di pusat kota",Stadion Gajayana,D,Stadion Gajayana_D
1771,"
Tempat yang nyaman buat olahraga",Stadion Gajayana,D,Stadion Gajayana_D
1773,"
Rame banget tapi sepi bagiku,, eheehhee",Stadion Gajayana,N,Stadion Gajayana_N
1774,"
Toko Aki 24 Jam Tytan Malang Telp/Wa/Telegram 085880611277, Anda Pesan Kami Datang, ðŸ˜Ž",Stadion Gajayana,N,Stadion Gajayana_N
1775,"
Tempat yang nyaman",Stadion Gajayana,D,Stadion Gajayana_D
1777,"
Tempat olahraga",Stadion Gajayana,N,Stadion Gajayana_N
1778,"
Tempat berkumpul taxi online",Stadion Gajayana,N,Stadion Gajayana_N
1779,"
Ntaps",Stadion Gajayana,D,Stadion Gajayana_D
1780,"
Yayayaya",Stadion Gajayana,N,Stadion Gajayana_N
1781,"
Stadion kota malang",Stadion Gajayana,N,Stadion Gajayana_N
1782,"
Mantab",Stadion Gajayana,D,Stadion Gajayana_D
1783,"
Mantab",Stadion Gajayana,D,Stadion Gajayana_D
1784,"
Luas",Stadion Gajayana,N,Stadion Gajayana_N
1785,"
tempat olah raga dan kongkow yg bagus juga nyaman",Stadion Gajayana,D,Stadion Gajayana_D
1786,"
Mantab ðŸ‘ðŸ‘",Stadion Gajayana,D,Stadion Gajayana_D
1788,"
saya suka keberadaan stadion gajayana ini bersih terawat berada di pusat kota",Stadion Gajayana,D,Stadion Gajayana_D
1789,"
Luas dan nyaman",Stadion Gajayana,D,Stadion Gajayana_D
1790,"
LAPANGAN LEGEND MALANG!!",Stadion Gajayana,N,Stadion Gajayana_N
1791,"
Mantap",Stadion Gajayana,D,Stadion Gajayana_D
1792,"
Rame bro",Stadion Gajayana,N,Stadion Gajayana_N
1793,"
Salah satu Ikon kota malang",Stadion Gajayana,N,Stadion Gajayana_N
1795,"
Luas",Stadion Gajayana,D,Stadion Gajayana_D
1797,"
Seharusnya stadion ini dan area di sekitarnya, khusus dijadikan semacam sport Park area taman olah raga dg fasilitas lengkap yg luas dan nyaman untuk warga kota Malang, sehingga akan menjadi fasilitas umum yang menyehatkan masyarakat. Bukan malah di desak oleh bangunan Mall yg menguntungkan segelintir pengusaha saja.",Stadion Gajayana,TD,Stadion Gajayana_TD
1798,"
Olaheaga Yukkk",Stadion Gajayana,N,Stadion Gajayana_N
1799,"
Mampir buat parkir saja kok, murah, bersih, aman, kemana mana deket",Stadion Gajayana,D,Stadion Gajayana_D
1800,"
Wow",Stadion Gajayana,N,Stadion Gajayana_N
1801,"
Tempat nyaman untuk membaca",Perpustakaan Kota Malang,D,Perpustakaan Kota Malang_D
1802,"
perpustakaan malang",Perpustakaan Kota Malang,N,Perpustakaan Kota Malang_N
1803,"
Sebagai orang Jogja yang bisa membandingkan kualitas layanan dan fasilitas, saya pikir alangkah lebih baik perpuskota malang lebih longgar dalam perizinan pustakawan membawa minum masuk ke dalam ruang baca dan menyediakan water fountain gratis bagi pustakawan serta pemberian pswd akses wifi saat registrasi awal.

Koleksi buku lawas, ruang baca cukup luas, kondisi cukup tenang, layanan petugas cukup baik dan mudah di mengerti. Tidak tersedia tempat sampah di dalam ruang baca dan toilet. Petugas penata buku kurang halus dalam bekerja sehingga bising suara tumpukan buku dan cukup mengganggu.",Perpustakaan Kota Malang,TD,Perpustakaan Kota Malang_TD
1804,"
Bukunya lumayan lengkap. Tempatnya nyaman",Perpustakaan Kota Malang,D,Perpustakaan Kota Malang_D
1805,"
Lokasi yang spesual..",Perpustakaan Kota Malang,D,Perpustakaan Kota Malang_D
1807,"
#pacitan ðŸ¥°ðŸ¥°",Perpustakaan Kota Malang,N,Perpustakaan Kota Malang_N
1808,"
Favorito bangeet, dulu jaman aku kuliah, perpus buka dari pagi sampe mualem banget. Suka menghabiskan waktu disini",Perpustakaan Kota Malang,D,Perpustakaan Kota Malang_D
1809,"
Tempat yg nyaman buat baca2 n cari ilmu ...",Perpustakaan Kota Malang,D,Perpustakaan Kota Malang_D
1810,"
Saya sangat puas pinjam buku diperpustakaan malang. Karena tempat bersih dan pelayanannya bagus.",Perpustakaan Kota Malang,D,Perpustakaan Kota Malang_D
1812,"
Untuk layanan peminjaman bukunya menurut saya sudah baikðŸ‘",Perpustakaan Kota Malang,D,Perpustakaan Kota Malang_D
1813,"
Sistem pinjam buku pada perpustakaan kota malang ini saya rasa sudah cukup bagus dalam pelayanannya terhadap pengunjung",Perpustakaan Kota Malang,D,Perpustakaan Kota Malang_D
1814,"
Perpustakaan Kota Malang adalah pusat dari buku-buku beragam jenis/genre serta arsip yang terbuka untuk umum. Tidak dipungut biaya untuk masuk ke dalam tetapi cukup disayangkan terdapat biaya parkir untuk motor sebesar 2.000 dan mobil 3.000. Menanggapi penyebaran covid-19 Perpustakaan Kota Malang menyediakan beragam fasilitas untuk memudahkan pengunjung seperti fitur drive thru, wastafel, hingga tempat duduk yang berjarak.",Perpustakaan Kota Malang,D,Perpustakaan Kota Malang_D
1815,"
Suka lihat pemandangan dari atas dengan view jalan ijen dan gunung dibelakangnya",Perpustakaan Kota Malang,D,Perpustakaan Kota Malang_D
1816,"
Tempatnya nyaman, bersih",Perpustakaan Kota Malang,D,Perpustakaan Kota Malang_D
1817,"
Pelayanan nya sangat ramah bagi pemula seperti saya (belum pernah ke perpustakaan) shg masih banyak tanya-tanya. Tapi untuk informasi dan reservasi online di web nya masih susah dipahami",Perpustakaan Kota Malang,D,Perpustakaan Kota Malang_D
1819,"
Perpustakaan bagus, fasilitas memadai, sangat nyaman, namun pegawainya ya allah, jauh dari kata ramah,pernah dikacangin ditinggal maen ches.com hzz, yang ramah cuma mahasiswa yg lagi magang disana",Perpustakaan Kota Malang,TD,Perpustakaan Kota Malang_TD
1820,"
Tempat nya bagus, bersih dan rapi dan buku buku nya cukup lengkap, pelayanan nya juga lumayan semoga kedepanya perpustakaan malang menjadi lebih baik..",Perpustakaan Kota Malang,D,Perpustakaan Kota Malang_D
1821,"
Good nyaman...",Perpustakaan Kota Malang,D,Perpustakaan Kota Malang_D
1822,"
Pelayanannya bagus & koleksi bukunya cukup lengkap",Perpustakaan Kota Malang,D,Perpustakaan Kota Malang_D
1823,"
Representatif",Perpustakaan Kota Malang,D,Perpustakaan Kota Malang_D
1824,"
Bangku ini menjadi tempat favorit saya di Perpustakaan Malang, menghadap langsung ke jalanan kotaðŸ˜… Pelayanan sangat baik, semua pegawainya ramah dan melayani sepenuh hati. Buku yang tersedia lumayan banyak dan updateðŸ‘ðŸ»",Perpustakaan Kota Malang,D,Perpustakaan Kota Malang_D
1825,"
Tempat nyaman,buku lengkap,pelayanan bagus petugas ramah, terbaik di kota malang",Perpustakaan Kota Malang,D,Perpustakaan Kota Malang_D
1826,"
lengkap bukunya dan nyaman tempatnya",Perpustakaan Kota Malang,D,Perpustakaan Kota Malang_D
1827,"
Petugasnya responsif. Dan buku yg tersedia di pencarian komputer banyak pilihan, tetapi saat dicari sulit ditemukan.",Perpustakaan Kota Malang,D,Perpustakaan Kota Malang_D
1828,"
Tempat tenang dan dekat dg jl raya ijen untuk yg lain sudah bagus",Perpustakaan Kota Malang,D,Perpustakaan Kota Malang_D
1829,"
Secara keseluruhan pelayanan sudah cukup baik, tetapi koleksi buku masih kurang lengkap terutama pada kategori Arsitektur.",Perpustakaan Kota Malang,TD,Perpustakaan Kota Malang_TD
1830,"
Tempat pinjam buku yang nyaman dan sering membuka book fair. Sayang karena covid aksesnya mulai terbatas",Perpustakaan Kota Malang,D,Perpustakaan Kota Malang_D
1832,"
Pelayanan ramah, layanan keanggotaan langsung jadi ... Bisa kerjasama paket buku .. mantab",Perpustakaan Kota Malang,D,Perpustakaan Kota Malang_D
1833,"
Tempat favorit buat baca novel wkwkwk",Perpustakaan Kota Malang,D,Perpustakaan Kota Malang_D
1834,"
Perpus diruang bacannya menyediakan tempat yg nyaman ber ac dan wifi,nggak berisik dan banyak refrensi buku yg menarik jg. Cocok untuk ngerjain tugas",Perpustakaan Kota Malang,D,Perpustakaan Kota Malang_D
1835,"
Parkir luas, tempat ruang baca sangat luas, sesuai protokol, untuk sekarang kalau ingin masuk harus daftar terlebih dahulu secara online ðŸ‘ðŸ¼",Perpustakaan Kota Malang,D,Perpustakaan Kota Malang_D
1836,"
Saat ini layanan masih ditutup untuk umum tapi masih ada petugas yang bekerja seperti biasa tetap dengan mematuhi protokol kesehatan.",Perpustakaan Kota Malang,D,Perpustakaan Kota Malang_D
